block,genome,chr/contig,start,end,orientation,length
34,WOLB.0323.00039,1,769372,770607,+,1235
34,WOLB.0323.00041,1,750813,752035,-,1222
34,WOLB.0323.00031,1,847141,848334,+,1193
34,WOLB.0323.00056,1,92497,93732,+,1235
34,WOLB.0323.00142,1,86747,87982,+,1235
34,WOLB.0323.00023,1,663375,664610,-,1235
34,WOLB.0323.00153,1,88644,89879,+,1235
34,WOLB.0323.00093,1,236342,237556,-,1214
34,WOLB.0323.00088,1,87568,88803,+,1235
34,WOLB.0323.00024,1,215292,216527,-,1235
34,WOLB.0323.00064,1,1252809,1254032,+,1223
34,WOLB.0323.00030,1,1655612,1656835,-,1223
34,WOLB.0323.00105,1,127820,129046,+,1226
34,WOLB.0323.00133,1,743219,744454,-,1235
34,WOLB.0323.00084,1,608989,610224,-,1235
34,WOLB.0323.00021,1,85633,86868,+,1235
34,WOLB.0323.00043,1,1661355,1662590,-,1235
34,WOLB.0323.00020,1,87568,88803,+,1235
34,WOLB.0323.00122,1,90575,91810,+,1235
34,WOLB.0323.00118,1,89125,90360,+,1235
34,WOLB.0323.00004,1,87608,88843,+,1235
34,WOLB.0323.00011,1,836777,838012,+,1235
34,WOLB.0323.00035,1,87568,88803,+,1235
34,WOLB.0323.00032,1,1055119,1056354,+,1235
34,WOLB.0323.00012,1,87555,88790,+,1235
34,WOLB.0323.00018,1,1231239,1232450,+,1211
34,WOLB.0323.00025,1,662670,663872,-,1202
34,WOLB.0323.00010,1,1616482,1617717,+,1235
34,WOLB.0323.00068,1,85634,86869,+,1235
34,WOLB.0323.00128,1,1446702,1447937,-,1235
34,WOLB.0323.00158,1,769436,770671,+,1235
34,WOLB.0323.00017,1,85668,86903,+,1235
34,WOLB.0323.00104,1,89868,91103,+,1235
34,WOLB.0323.00007,1,1406252,1407487,-,1235
34,WOLB.0323.00001,1,127820,129046,+,1226
34,WOLB.0323.00100,1,87568,88803,+,1235
34,WOLB.0323.00070,1,1795723,1796958,+,1235
34,WOLB.0323.00006,1,491108,492301,-,1193
34,WOLB.0323.00042,1,1498248,1499483,-,1235
34,WOLB.0323.00119,1,40370,41605,-,1235
34,WOLB.0323.00149,1,376361,377596,-,1235
34,WOLB.0323.00014,1,669228,670463,-,1235
34,WOLB.0323.00096,1,789302,790524,-,1222
33,WOLB.0323.00090,1,83608,84888,+,1280
33,WOLB.0323.00002,1,1481622,1482902,+,1280
33,WOLB.0323.00138,1,519069,520349,-,1280
33,WOLB.0323.00132,1,1285354,1286634,+,1280
33,WOLB.0323.00143,1,81257,82564,+,1307
33,WOLB.0323.00106,1,81258,82565,+,1307
33,WOLB.0323.00121,1,82286,83566,+,1280
33,WOLB.0323.00135,1,274694,275974,-,1280
33,WOLB.0323.00103,1,124564,125844,+,1280
33,WOLB.0323.00107,1,124563,125843,+,1280
33,WOLB.0323.00019,1,43767,45045,-,1278
33,WOLB.0323.00060,1,1601727,1603007,+,1280
33,WOLB.0323.00074,1,881466,882746,+,1280
33,WOLB.0323.00120,1,867325,868605,+,1280
33,WOLB.0323.00039,1,765973,767251,+,1278
33,WOLB.0323.00041,1,754138,755418,-,1280
33,WOLB.0323.00031,1,843727,845034,+,1307
33,WOLB.0323.00056,1,89231,90511,+,1280
33,WOLB.0323.00142,1,82261,83541,+,1280
33,WOLB.0323.00023,1,666722,668002,-,1280
33,WOLB.0323.00153,1,85261,86541,+,1280
33,WOLB.0323.00093,1,239542,240822,-,1280
33,WOLB.0323.00088,1,84185,85465,+,1280
33,WOLB.0323.00008,1,1241885,1243144,-,1259
33,WOLB.0323.00024,1,218648,219928,-,1280
33,WOLB.0323.00064,1,1249408,1250688,+,1280
33,WOLB.0323.00030,1,1658944,1660224,-,1280
33,WOLB.0323.00105,1,124563,125843,+,1280
33,WOLB.0323.00133,1,746575,747855,-,1280
33,WOLB.0323.00084,1,612327,613607,-,1280
33,WOLB.0323.00021,1,82250,83530,+,1280
33,WOLB.0323.00043,1,1664576,1665856,-,1280
33,WOLB.0323.00020,1,84185,85465,+,1280
33,WOLB.0323.00122,1,87192,88472,+,1280
33,WOLB.0323.00118,1,85742,87022,+,1280
33,WOLB.0323.00004,1,84225,85505,+,1280
33,WOLB.0323.00011,1,833394,834674,+,1280
33,WOLB.0323.00035,1,84185,85465,+,1280
33,WOLB.0323.00032,1,1051736,1053016,+,1280
33,WOLB.0323.00012,1,84172,85452,+,1280
33,WOLB.0323.00018,1,1227847,1229127,+,1280
33,WOLB.0323.00025,1,765114,766421,-,1307
33,WOLB.0323.00010,1,1613229,1614486,+,1257
33,WOLB.0323.00068,1,82251,83531,+,1280
33,WOLB.0323.00128,1,1449923,1451203,-,1280
33,WOLB.0323.00158,1,766053,767333,+,1280
33,WOLB.0323.00017,1,82285,83565,+,1280
33,WOLB.0323.00104,1,86485,87765,+,1280
33,WOLB.0323.00007,1,1409473,1410746,-,1273
33,WOLB.0323.00001,1,124563,125843,+,1280
33,WOLB.0323.00100,1,84185,85465,+,1280
33,WOLB.0323.00070,1,1792457,1793737,+,1280
33,WOLB.0323.00006,1,494408,495715,-,1307
33,WOLB.0323.00042,1,1501478,1502758,-,1280
33,WOLB.0323.00119,1,43726,45004,-,1278
33,WOLB.0323.00149,1,379699,380979,-,1280
33,WOLB.0323.00014,1,672449,673729,-,1280
33,WOLB.0323.00096,1,792627,793907,-,1280
32,WOLB.0323.00090,1,82273,83559,+,1286
32,WOLB.0323.00002,1,1480269,1481573,+,1304
32,WOLB.0323.00138,1,520398,521684,-,1286
32,WOLB.0323.00132,1,1283671,1284978,+,1307
32,WOLB.0323.00143,1,79659,80963,+,1304
32,WOLB.0323.00106,1,79660,80964,+,1304
32,WOLB.0323.00121,1,80951,82237,+,1286
32,WOLB.0323.00135,1,276023,277309,-,1286
32,WOLB.0323.00103,1,123244,124515,+,1271
32,WOLB.0323.00107,1,123243,124514,+,1271
32,WOLB.0323.00019,1,45622,46940,-,1318
32,WOLB.0323.00060,1,1600392,1601678,+,1286
32,WOLB.0323.00074,1,879678,880964,+,1286
32,WOLB.0323.00120,1,865537,866823,+,1286
32,WOLB.0323.00039,1,764078,765396,+,1318
32,WOLB.0323.00041,1,755920,757206,-,1286
32,WOLB.0323.00031,1,842129,843433,+,1304
32,WOLB.0323.00056,1,87896,89182,+,1286
32,WOLB.0323.00142,1,80926,82212,+,1286
32,WOLB.0323.00023,1,668051,669358,-,1307
32,WOLB.0323.00153,1,83926,85212,+,1286
32,WOLB.0323.00093,1,240871,242175,-,1304
32,WOLB.0323.00088,1,82358,83683,+,1325
32,WOLB.0323.00008,1,1243193,1244479,-,1286
32,WOLB.0323.00024,1,220304,221611,-,1307
32,WOLB.0323.00064,1,1247725,1249032,+,1307
32,WOLB.0323.00030,1,1660600,1661907,-,1307
32,WOLB.0323.00105,1,123243,124514,+,1271
32,WOLB.0323.00133,1,748240,749556,-,1316
32,WOLB.0323.00084,1,613656,614942,-,1286
32,WOLB.0323.00021,1,80915,82201,+,1286
32,WOLB.0323.00043,1,1665905,1667209,-,1304
32,WOLB.0323.00020,1,82358,83683,+,1325
32,WOLB.0323.00122,1,85857,87143,+,1286
32,WOLB.0323.00118,1,84407,85693,+,1286
32,WOLB.0323.00004,1,82890,84176,+,1286
32,WOLB.0323.00011,1,832059,833345,+,1286
32,WOLB.0323.00035,1,82358,83683,+,1325
32,WOLB.0323.00032,1,1050401,1051687,+,1286
32,WOLB.0323.00012,1,82345,83670,+,1325
32,WOLB.0323.00018,1,1226512,1227798,+,1286
32,WOLB.0323.00025,1,766715,768019,-,1304
32,WOLB.0323.00010,1,1611876,1613180,+,1304
32,WOLB.0323.00068,1,80916,82202,+,1286
32,WOLB.0323.00128,1,1451252,1452556,-,1304
32,WOLB.0323.00158,1,764718,766004,+,1286
32,WOLB.0323.00017,1,80950,82236,+,1286
32,WOLB.0323.00104,1,84658,85983,+,1325
32,WOLB.0323.00007,1,1410795,1412081,-,1286
32,WOLB.0323.00001,1,123243,124514,+,1271
32,WOLB.0323.00100,1,82358,83683,+,1325
32,WOLB.0323.00070,1,1791104,1792408,+,1304
32,WOLB.0323.00006,1,496009,497313,-,1304
32,WOLB.0323.00042,1,1502807,1504084,-,1277
32,WOLB.0323.00119,1,45581,46899,-,1318
32,WOLB.0323.00149,1,381028,382314,-,1286
32,WOLB.0323.00014,1,673778,675082,-,1304
32,WOLB.0323.00096,1,794409,795695,-,1286
31,WOLB.0323.00090,1,78661,80194,+,1533
31,WOLB.0323.00002,1,149780,151310,+,1530
31,WOLB.0323.00138,1,523773,525306,-,1533
31,WOLB.0323.00132,1,1373125,1374655,+,1530
31,WOLB.0323.00143,1,76044,77572,+,1528
31,WOLB.0323.00106,1,76045,77573,+,1528
31,WOLB.0323.00121,1,77354,78887,+,1533
31,WOLB.0323.00135,1,279375,280900,-,1525
31,WOLB.0323.00103,1,119616,121156,+,1540
31,WOLB.0323.00107,1,119615,121155,+,1540
31,WOLB.0323.00019,1,49323,50859,-,1536
31,WOLB.0323.00060,1,1596788,1598321,+,1533
31,WOLB.0323.00074,1,876140,877676,+,1536
31,WOLB.0323.00120,1,861999,863535,+,1536
31,WOLB.0323.00039,1,760160,761696,+,1536
31,WOLB.0323.00041,1,759208,760744,-,1536
31,WOLB.0323.00031,1,838514,840042,+,1528
31,WOLB.0323.00056,1,84299,85825,+,1526
31,WOLB.0323.00142,1,77329,78862,+,1533
31,WOLB.0323.00023,1,718191,719722,-,1531
31,WOLB.0323.00153,1,80313,81846,+,1533
31,WOLB.0323.00093,1,244253,245789,-,1536
31,WOLB.0323.00088,1,78763,80296,+,1533
31,WOLB.0323.00008,1,1248986,1250522,-,1536
31,WOLB.0323.00024,1,138349,139878,+,1529
31,WOLB.0323.00064,1,1165410,1166940,-,1530
31,WOLB.0323.00030,1,1742771,1744301,+,1530
31,WOLB.0323.00105,1,119615,121155,+,1540
31,WOLB.0323.00133,1,751692,753232,-,1540
31,WOLB.0323.00084,1,617031,618564,-,1533
31,WOLB.0323.00021,1,77293,78826,+,1533
31,WOLB.0323.00043,1,147287,148817,+,1530
31,WOLB.0323.00020,1,78763,80296,+,1533
31,WOLB.0323.00122,1,82250,83783,+,1533
31,WOLB.0323.00118,1,80794,82327,+,1533
31,WOLB.0323.00004,1,79293,80826,+,1533
31,WOLB.0323.00011,1,828462,829995,+,1533
31,WOLB.0323.00035,1,78763,80296,+,1533
31,WOLB.0323.00032,1,1046779,1048312,+,1533
31,WOLB.0323.00012,1,78750,80283,+,1533
31,WOLB.0323.00018,1,153220,154750,-,1530
31,WOLB.0323.00025,1,855271,856790,-,1519
31,WOLB.0323.00010,1,152707,154236,+,1529
31,WOLB.0323.00068,1,77294,78827,+,1533
31,WOLB.0323.00128,1,147665,149195,+,1530
31,WOLB.0323.00158,1,761121,762654,+,1533
31,WOLB.0323.00017,1,77353,78886,+,1533
31,WOLB.0323.00104,1,81070,82596,+,1526
31,WOLB.0323.00007,1,1414152,1415685,-,1533
31,WOLB.0323.00001,1,119615,121155,+,1540
31,WOLB.0323.00100,1,78763,80296,+,1533
31,WOLB.0323.00070,1,147258,148788,+,1530
31,WOLB.0323.00006,1,499399,500927,-,1528
31,WOLB.0323.00042,1,153714,155244,+,1530
31,WOLB.0323.00119,1,49208,50744,-,1536
31,WOLB.0323.00149,1,384378,385911,-,1533
31,WOLB.0323.00014,1,149975,151505,+,1530
31,WOLB.0323.00096,1,798701,800237,-,1536
30,WOLB.0323.00090,1,77255,77773,+,518
30,WOLB.0323.00135,1,284096,284614,-,518
30,WOLB.0323.00103,1,118291,118799,+,508
30,WOLB.0323.00107,1,118290,118798,+,508
30,WOLB.0323.00153,1,77255,77773,+,518
30,WOLB.0323.00088,1,77357,77875,+,518
30,WOLB.0323.00105,1,118290,118798,+,508
30,WOLB.0323.00020,1,77357,77875,+,518
30,WOLB.0323.00035,1,77357,77875,+,518
30,WOLB.0323.00012,1,77344,77862,+,518
30,WOLB.0323.00025,1,857581,858099,-,518
30,WOLB.0323.00104,1,77357,77875,+,518
30,WOLB.0323.00001,1,118290,118798,+,508
30,WOLB.0323.00100,1,77357,77875,+,518
13,WOLB.0323.00090,1,42711,43796,+,1085
13,WOLB.0323.00002,1,113882,114967,+,1085
13,WOLB.0323.00138,1,558993,560077,-,1084
13,WOLB.0323.00132,1,1338166,1339251,+,1085
13,WOLB.0323.00143,1,1230741,1231804,-,1063
13,WOLB.0323.00106,1,1230744,1231807,-,1063
13,WOLB.0323.00121,1,42533,43618,+,1085
13,WOLB.0323.00135,1,318078,319162,-,1084
13,WOLB.0323.00103,1,500965,502044,+,1079
13,WOLB.0323.00107,1,500967,502046,+,1079
13,WOLB.0323.00019,1,1170298,1171383,+,1085
13,WOLB.0323.00060,1,1555371,1556454,+,1083
13,WOLB.0323.00074,1,951521,952606,+,1085
13,WOLB.0323.00120,1,937238,938323,+,1085
13,WOLB.0323.00039,1,724467,725552,+,1085
13,WOLB.0323.00041,1,691275,692359,-,1084
13,WOLB.0323.00031,1,719684,720747,-,1063
13,WOLB.0323.00056,1,42815,43898,+,1083
13,WOLB.0323.00142,1,42509,43594,+,1085
13,WOLB.0323.00023,1,756213,757297,-,1084
13,WOLB.0323.00153,1,42711,43796,+,1085
13,WOLB.0323.00093,1,92842,93917,+,1075
13,WOLB.0323.00088,1,41462,42547,+,1085
13,WOLB.0323.00008,1,1179882,1180957,-,1075
13,WOLB.0323.00024,1,178461,179546,+,1085
13,WOLB.0323.00064,1,1202803,1203887,-,1084
13,WOLB.0323.00030,1,1705824,1706909,+,1085
13,WOLB.0323.00105,1,500974,502053,+,1079
13,WOLB.0323.00133,1,786392,787476,-,1084
13,WOLB.0323.00084,1,652251,653335,-,1084
13,WOLB.0323.00021,1,42521,43606,+,1085
13,WOLB.0323.00043,1,112590,113675,+,1085
13,WOLB.0323.00020,1,41462,42547,+,1085
13,WOLB.0323.00122,1,45015,46100,+,1085
13,WOLB.0323.00118,1,43598,44683,+,1085
13,WOLB.0323.00004,1,42509,43594,+,1085
13,WOLB.0323.00011,1,793642,794727,+,1085
13,WOLB.0323.00035,1,41462,42547,+,1085
13,WOLB.0323.00032,1,1012008,1013093,+,1085
13,WOLB.0323.00012,1,41449,42534,+,1085
13,WOLB.0323.00018,1,189445,190534,-,1089
13,WOLB.0323.00025,1,633663,634726,-,1063
13,WOLB.0323.00010,1,118009,119094,+,1085
13,WOLB.0323.00068,1,42522,43607,+,1085
13,WOLB.0323.00128,1,113216,114301,+,1085
13,WOLB.0323.00158,1,726301,727386,+,1085
13,WOLB.0323.00017,1,42533,43618,+,1085
13,WOLB.0323.00104,1,41462,42547,+,1085
13,WOLB.0323.00007,1,44335,45418,+,1083
13,WOLB.0323.00001,1,500974,502053,+,1079
13,WOLB.0323.00100,1,41462,42547,+,1085
13,WOLB.0323.00070,1,112563,113648,+,1085
13,WOLB.0323.00006,1,538375,539438,-,1063
13,WOLB.0323.00042,1,116735,117824,+,1089
13,WOLB.0323.00119,1,1171687,1172772,+,1085
13,WOLB.0323.00149,1,419646,420730,-,1084
13,WOLB.0323.00014,1,113906,114991,+,1085
13,WOLB.0323.00096,1,729764,730848,-,1084
12,WOLB.0323.00090,1,40356,42710,+,2354
12,WOLB.0323.00002,1,111520,113881,+,2361
12,WOLB.0323.00138,1,560079,562433,-,2354
12,WOLB.0323.00132,1,1335804,1338165,+,2361
12,WOLB.0323.00143,1,1231806,1234164,-,2358
12,WOLB.0323.00106,1,1231809,1234167,-,2358
12,WOLB.0323.00121,1,40178,42532,+,2354
12,WOLB.0323.00135,1,319164,321518,-,2354
12,WOLB.0323.00103,1,498617,500964,+,2347
12,WOLB.0323.00107,1,498619,500966,+,2347
12,WOLB.0323.00019,1,1167936,1170297,+,2361
12,WOLB.0323.00060,1,1553064,1555370,+,2306
12,WOLB.0323.00074,1,949159,951520,+,2361
12,WOLB.0323.00120,1,925885,928241,-,2356
12,WOLB.0323.00120,1,934876,937237,+,2361
12,WOLB.0323.00039,1,722105,724466,+,2361
12,WOLB.0323.00041,1,692361,694722,-,2361
12,WOLB.0323.00031,1,720749,723107,-,2358
12,WOLB.0323.00056,1,40460,42814,+,2354
12,WOLB.0323.00142,1,40154,42508,+,2354
12,WOLB.0323.00023,1,757299,759660,-,2361
12,WOLB.0323.00153,1,40356,42710,+,2354
12,WOLB.0323.00093,1,90487,92841,+,2354
12,WOLB.0323.00088,1,39107,41461,+,2354
12,WOLB.0323.00008,1,1180959,1183313,-,2354
12,WOLB.0323.00024,1,176099,178460,+,2361
12,WOLB.0323.00064,1,1203889,1206248,-,2359
12,WOLB.0323.00030,1,1703464,1705823,+,2359
12,WOLB.0323.00105,1,498626,500973,+,2347
12,WOLB.0323.00133,1,787478,789839,-,2361
12,WOLB.0323.00084,1,653337,655642,-,2305
12,WOLB.0323.00021,1,40166,42520,+,2354
12,WOLB.0323.00043,1,110228,112589,+,2361
12,WOLB.0323.00020,1,39107,41461,+,2354
12,WOLB.0323.00122,1,42660,45014,+,2354
12,WOLB.0323.00118,1,41243,43597,+,2354
12,WOLB.0323.00004,1,40154,42508,+,2354
12,WOLB.0323.00011,1,791287,793641,+,2354
12,WOLB.0323.00035,1,39107,41461,+,2354
12,WOLB.0323.00032,1,1009653,1012007,+,2354
12,WOLB.0323.00012,1,39094,41448,+,2354
12,WOLB.0323.00018,1,190536,192897,-,2361
12,WOLB.0323.00025,1,634728,637086,-,2358
12,WOLB.0323.00010,1,115647,118008,+,2361
12,WOLB.0323.00068,1,40167,42521,+,2354
12,WOLB.0323.00128,1,110854,113215,+,2361
12,WOLB.0323.00158,1,723946,726300,+,2354
12,WOLB.0323.00017,1,40178,42532,+,2354
12,WOLB.0323.00104,1,39107,41461,+,2354
12,WOLB.0323.00007,1,41980,44334,+,2354
12,WOLB.0323.00001,1,498626,500973,+,2347
12,WOLB.0323.00100,1,39107,41461,+,2354
12,WOLB.0323.00070,1,110201,112562,+,2361
12,WOLB.0323.00006,1,539440,541798,-,2358
12,WOLB.0323.00042,1,114373,116734,+,2361
12,WOLB.0323.00119,1,1169325,1171686,+,2361
12,WOLB.0323.00149,1,420732,423086,-,2354
12,WOLB.0323.00014,1,111544,113905,+,2361
12,WOLB.0323.00096,1,730850,733211,-,2361
11,WOLB.0323.00090,1,39287,40348,+,1061
11,WOLB.0323.00002,1,110450,111518,+,1068
11,WOLB.0323.00138,1,562441,563502,-,1061
11,WOLB.0323.00132,1,1334734,1335802,+,1068
11,WOLB.0323.00143,1,1234165,1235240,-,1075
11,WOLB.0323.00106,1,1234168,1235243,-,1075
11,WOLB.0323.00121,1,39109,40170,+,1061
11,WOLB.0323.00135,1,321526,322587,-,1061
11,WOLB.0323.00103,1,497542,498609,+,1067
11,WOLB.0323.00107,1,497544,498611,+,1067
11,WOLB.0323.00019,1,1166867,1167928,+,1061
11,WOLB.0323.00060,1,1369028,1370117,+,1089
11,WOLB.0323.00074,1,948083,949147,+,1064
11,WOLB.0323.00120,1,928253,929320,-,1067
11,WOLB.0323.00120,1,933800,934864,+,1064
11,WOLB.0323.00039,1,721036,722097,+,1061
11,WOLB.0323.00041,1,694734,695798,-,1064
11,WOLB.0323.00031,1,723108,724183,-,1075
11,WOLB.0323.00056,1,39391,40452,+,1061
11,WOLB.0323.00142,1,39085,40146,+,1061
11,WOLB.0323.00023,1,759661,760736,-,1075
11,WOLB.0323.00153,1,39287,40348,+,1061
11,WOLB.0323.00093,1,89412,90479,+,1067
11,WOLB.0323.00088,1,38038,39099,+,1061
11,WOLB.0323.00008,1,1183321,1184388,-,1067
11,WOLB.0323.00024,1,175023,176097,+,1074
11,WOLB.0323.00064,1,1206249,1207326,-,1077
11,WOLB.0323.00030,1,1702386,1703462,+,1076
11,WOLB.0323.00105,1,497551,498618,+,1067
11,WOLB.0323.00133,1,789840,790912,-,1072
11,WOLB.0323.00084,1,657323,658412,-,1089
11,WOLB.0323.00021,1,39097,40158,+,1061
11,WOLB.0323.00043,1,109158,110226,+,1068
11,WOLB.0323.00020,1,38038,39099,+,1061
11,WOLB.0323.00122,1,41591,42652,+,1061
11,WOLB.0323.00118,1,40174,41235,+,1061
11,WOLB.0323.00004,1,39085,40146,+,1061
11,WOLB.0323.00011,1,790218,791279,+,1061
11,WOLB.0323.00035,1,38038,39099,+,1061
11,WOLB.0323.00032,1,1008584,1009645,+,1061
11,WOLB.0323.00012,1,38025,39086,+,1061
11,WOLB.0323.00018,1,192898,193973,-,1075
11,WOLB.0323.00025,1,637087,638162,-,1075
11,WOLB.0323.00010,1,114577,115645,+,1068
11,WOLB.0323.00068,1,39098,40159,+,1061
11,WOLB.0323.00128,1,109784,110852,+,1068
11,WOLB.0323.00158,1,722877,723938,+,1061
11,WOLB.0323.00017,1,39109,40170,+,1061
11,WOLB.0323.00104,1,38038,39099,+,1061
11,WOLB.0323.00007,1,40911,41972,+,1061
11,WOLB.0323.00001,1,497551,498618,+,1067
11,WOLB.0323.00100,1,38038,39099,+,1061
11,WOLB.0323.00070,1,109131,110199,+,1068
11,WOLB.0323.00006,1,541799,542874,-,1075
11,WOLB.0323.00042,1,113297,114371,+,1074
11,WOLB.0323.00119,1,1168256,1169317,+,1061
11,WOLB.0323.00149,1,423094,424155,-,1061
11,WOLB.0323.00014,1,110474,111542,+,1068
11,WOLB.0323.00096,1,733223,734287,-,1064
10,WOLB.0323.00090,1,38209,38899,+,690
10,WOLB.0323.00002,1,109372,110062,+,690
10,WOLB.0323.00138,1,563890,564580,-,690
10,WOLB.0323.00132,1,1333656,1334346,+,690
10,WOLB.0323.00143,1,1235628,1236318,-,690
10,WOLB.0323.00106,1,1235631,1236321,-,690
10,WOLB.0323.00135,1,322975,323665,-,690
10,WOLB.0323.00019,1,1165789,1166479,+,690
10,WOLB.0323.00060,1,1367950,1368640,+,690
10,WOLB.0323.00039,1,719958,720648,+,690
10,WOLB.0323.00031,1,724571,725261,-,690
10,WOLB.0323.00056,1,38313,39003,+,690
10,WOLB.0323.00023,1,761124,761813,-,689
10,WOLB.0323.00153,1,38209,38899,+,690
10,WOLB.0323.00088,1,36960,37650,+,690
10,WOLB.0323.00064,1,1207714,1208404,-,690
10,WOLB.0323.00030,1,1701308,1701998,+,690
10,WOLB.0323.00133,1,791303,791982,-,679
10,WOLB.0323.00084,1,658800,659500,-,700
10,WOLB.0323.00021,1,38019,38709,+,690
10,WOLB.0323.00043,1,108080,108770,+,690
10,WOLB.0323.00020,1,36960,37650,+,690
10,WOLB.0323.00122,1,40513,41203,+,690
10,WOLB.0323.00035,1,36960,37650,+,690
10,WOLB.0323.00032,1,1007506,1008196,+,690
10,WOLB.0323.00012,1,36947,37637,+,690
10,WOLB.0323.00025,1,638550,639249,-,699
10,WOLB.0323.00010,1,113500,114189,+,689
10,WOLB.0323.00068,1,38020,38710,+,690
10,WOLB.0323.00128,1,108706,109396,+,690
10,WOLB.0323.00104,1,36960,37650,+,690
10,WOLB.0323.00007,1,39833,40523,+,690
10,WOLB.0323.00100,1,36960,37650,+,690
10,WOLB.0323.00070,1,108053,108743,+,690
10,WOLB.0323.00006,1,543262,543952,-,690
10,WOLB.0323.00119,1,1167178,1167868,+,690
10,WOLB.0323.00014,1,109396,110086,+,690
9,WOLB.0323.00090,1,34418,36587,+,2169
9,WOLB.0323.00002,1,105814,107983,+,2169
9,WOLB.0323.00138,1,566209,568379,-,2170
9,WOLB.0323.00132,1,1330105,1332274,+,2169
9,WOLB.0323.00143,1,1237684,1239853,-,2169
9,WOLB.0323.00106,1,1237687,1239856,-,2169
9,WOLB.0323.00121,1,34323,36492,+,2169
9,WOLB.0323.00135,1,325286,327456,-,2170
9,WOLB.0323.00103,1,492986,495155,+,2169
9,WOLB.0323.00107,1,492988,495157,+,2169
9,WOLB.0323.00019,1,35896,38073,+,2177
9,WOLB.0323.00060,1,1364159,1366328,+,2169
9,WOLB.0323.00074,1,943310,945487,+,2177
9,WOLB.0323.00120,1,922172,924349,+,2177
9,WOLB.0323.00039,1,772846,775024,-,2178
9,WOLB.0323.00041,1,698393,700571,-,2178
9,WOLB.0323.00031,1,726627,728796,-,2169
9,WOLB.0323.00056,1,34522,36691,+,2169
9,WOLB.0323.00142,1,34299,36468,+,2169
9,WOLB.0323.00023,1,763197,765367,-,2170
9,WOLB.0323.00153,1,34418,36587,+,2169
9,WOLB.0323.00093,1,101910,104080,-,2170
9,WOLB.0323.00088,1,33169,35338,+,2169
9,WOLB.0323.00008,1,1187028,1189198,-,2170
9,WOLB.0323.00024,1,170203,172372,+,2169
9,WOLB.0323.00064,1,1209775,1211945,-,2170
9,WOLB.0323.00030,1,1697767,1699936,+,2169
9,WOLB.0323.00105,1,492995,495164,+,2169
9,WOLB.0323.00133,1,280754,282924,-,2170
9,WOLB.0323.00084,1,661129,663299,-,2170
9,WOLB.0323.00021,1,34220,36389,+,2169
9,WOLB.0323.00043,1,104522,106691,+,2169
9,WOLB.0323.00020,1,33169,35338,+,2169
9,WOLB.0323.00122,1,36722,38891,+,2169
9,WOLB.0323.00118,1,34252,36421,+,2169
9,WOLB.0323.00004,1,34299,36468,+,2169
9,WOLB.0323.00011,1,785432,787601,+,2169
9,WOLB.0323.00035,1,33169,35338,+,2169
9,WOLB.0323.00032,1,1003707,1005876,+,2169
9,WOLB.0323.00012,1,33156,35325,+,2169
9,WOLB.0323.00018,1,196360,198530,-,2170
9,WOLB.0323.00025,1,640621,642790,-,2169
9,WOLB.0323.00010,1,109968,112137,+,2169
9,WOLB.0323.00068,1,34221,36390,+,2169
9,WOLB.0323.00128,1,105148,107317,+,2169
9,WOLB.0323.00158,1,718091,720260,+,2169
9,WOLB.0323.00017,1,34323,36492,+,2169
9,WOLB.0323.00104,1,33169,35338,+,2169
9,WOLB.0323.00007,1,36042,38211,+,2169
9,WOLB.0323.00001,1,492995,495164,+,2169
9,WOLB.0323.00100,1,33169,35338,+,2169
9,WOLB.0323.00070,1,104495,106664,+,2169
9,WOLB.0323.00006,1,545318,547487,-,2169
9,WOLB.0323.00042,1,108704,110873,+,2169
9,WOLB.0323.00119,1,35915,38092,+,2177
9,WOLB.0323.00149,1,426771,428941,-,2170
9,WOLB.0323.00014,1,105838,108007,+,2169
9,WOLB.0323.00096,1,736882,739060,-,2178
8,WOLB.0323.00090,1,31586,32754,+,1168
8,WOLB.0323.00002,1,30479,31656,+,1177
8,WOLB.0323.00138,1,570044,571211,-,1167
8,WOLB.0323.00132,1,31413,32578,+,1165
8,WOLB.0323.00143,1,1241660,1242835,-,1175
8,WOLB.0323.00106,1,1241663,1242838,-,1175
8,WOLB.0323.00121,1,31491,32659,+,1168
8,WOLB.0323.00135,1,329155,330322,-,1167
8,WOLB.0323.00103,1,33048,34215,-,1167
8,WOLB.0323.00107,1,33048,34215,-,1167
8,WOLB.0323.00019,1,31901,33073,+,1172
8,WOLB.0323.00060,1,1361326,1362494,+,1168
8,WOLB.0323.00074,1,1081103,1082279,+,1176
8,WOLB.0323.00120,1,1065739,1066915,+,1176
8,WOLB.0323.00039,1,777860,779031,-,1171
8,WOLB.0323.00041,1,575914,577089,-,1175
8,WOLB.0323.00031,1,730603,731778,-,1175
8,WOLB.0323.00056,1,31689,32857,+,1168
8,WOLB.0323.00142,1,31467,32635,+,1168
8,WOLB.0323.00023,1,779029,780204,-,1175
8,WOLB.0323.00153,1,31586,32754,+,1168
8,WOLB.0323.00093,1,33102,34278,+,1176
8,WOLB.0323.00088,1,30302,31470,+,1168
8,WOLB.0323.00008,1,1313574,1314749,-,1175
8,WOLB.0323.00024,1,2022531,2023694,-,1163
8,WOLB.0323.00064,1,1106652,1107827,-,1175
8,WOLB.0323.00030,1,31373,32549,+,1176
8,WOLB.0323.00105,1,33048,34215,-,1167
8,WOLB.0323.00133,1,793515,794684,-,1169
